concept,games,credits,credits_n,credits_confidence,licence,licence_confidence,licence_source,identical_art,distinct_art,images,category,mods,minetest_game,mineclonia,mineclone2,asuna
donkey,1,GoodListener; Garuda1982; JarredGibb; ERH,4,near filename,CC BY 3.0,named,mods/ENTITIES/mobs_mc/LICENSE-media.md,no,1,1,entity,mobs_mc,,mobs_mc_donkey,,
donut_apple,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 3.0 / CC0 / MIT,ambiguous,mods/farming/license.txt,no,1,1,other,farming,,,,farming_donut_apple
donut_chocolate_mesh,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_donut_chocolate_mesh
donut_mesh,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0 / MIT,unsplit,mods/x_farming/LICENSE.txt,no,1,1,other,x_farming,,,,x_farming_donut_mesh
door,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door,,
door_acacia,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_acacia,,
door_acacia_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_acacia_lower,,
door_acacia_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_acacia_side_lower,,
door_acacia_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_acacia_side_upper,,
door_acacia_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_acacia_upper,,
door_bamboo,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_bamboo
door_bamboo_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_bamboo_item
door_birch,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_birch,,
door_birch_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_birch_lower,,
door_birch_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_birch_side_lower,,
door_birch_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_birch_side_upper,,
door_birch_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_birch_upper,,
door_bone_pyrite,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_bone_pyrite
door_bone_pyrite_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_bone_pyrite_item
door_bottom_alt,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_bamboo,,mcl_bamboo_door_bottom_alt,,
door_bottom_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_cherry_blossom,,mcl_cherry_blossom_door_bottom_bottompart,,
door_bottom_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_cherry_blossom,,mcl_cherry_blossom_door_bottom_side,,
door_crystal_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_crystal_wood
door_crystal_wood_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_crystal_wood_item
door_cursed_steel_bar,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_cursed_steel_bar
door_cursed_steel_bar_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_cursed_steel_bar_item
door_cursed_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_cursed_wood
door_cursed_wood_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_cursed_wood_item
door_dark_oak,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_dark_oak,,
door_dark_oak_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_dark_oak_lower,,
door_dark_oak_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_dark_oak_side_lower,,
door_dark_oak_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_dark_oak_side_upper,,
door_dark_oak_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_dark_oak_upper,,
door_exposed,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_exposed,,
door_exposed_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_exposed_bottom,,
door_exposed_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_exposed_top,,
door_inv,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_cherry_blossom,,mcl_cherry_blossom_door_inv,,
door_iron_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_iron_lower,,
door_iron_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_iron_side_lower,,
door_iron_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_iron_side_upper,,
door_iron_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_iron_upper,,
door_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_pale_oak,,mcl_pale_oak_door_item,,
door_jungle,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_jungle,,
door_jungle_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_jungle_lower,,
door_jungle_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_jungle_side_lower,,
door_jungle_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_jungle_side_upper,,
door_jungle_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_jungle_upper,,
door_lava_tree_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_lava_tree_wood
door_lava_tree_wood_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_lava_tree_wood_item
door_oxidized,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_oxidized,,
door_oxidized_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_oxidized_bottom,,
door_oxidized_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_oxidized_top,,
door_palm_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_palm_wood
door_palm_wood_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_palm_wood_item
door_spruce,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_spruce,,
door_spruce_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_spruce_lower,,
door_spruce_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_spruce_side_lower,,
door_spruce_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_spruce_side_upper,,
door_spruce_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_spruce_upper,,
door_top_alt,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_bamboo,,mcl_bamboo_door_top_alt,,
door_top_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_cherry_blossom,,mcl_cherry_blossom_door_top_side,,
door_top_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_cherry_blossom,,mcl_cherry_blossom_door_top_toppart,,
door_trapdoor_bamboo,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_bamboo
door_trapdoor_bamboo_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_bamboo_side
door_trapdoor_crystal_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_crystal_wood
door_trapdoor_crystal_wood_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_crystal_wood_side
door_trapdoor_cursed_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_cursed_wood
door_trapdoor_cursed_wood_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_cursed_wood_side
door_trapdoor_lava_tree_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_lava_tree_wood
door_trapdoor_lava_tree_wood_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_lava_tree_wood_side
door_trapdoor_palm_wood,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_palm_wood
door_trapdoor_palm_wood_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_trapdoor_palm_wood_side
door_weathered,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_weathered,,
door_weathered_bottom,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_weathered_bottom,,
door_weathered_top,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_copper,,mcl_copper_door_weathered_top,,
door_wield,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_bamboo,,mcl_bamboo_door_wield,,
door_willow,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_willow
door_willow_item,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC BY 3.0 / CC0,unsplit,mods/everness/LICENSE.txt,no,1,1,other,everness,,,,everness_door_willow_item
door_wood_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_wood_lower,,
door_wood_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_wood_side_lower,,
door_wood_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_wood_side_upper,,
door_wood_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_doors,,mcl_doors_door_wood_upper,,
doors,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_mangrove,,mcl_mangrove_doors,,
doors_badland_door,1,,0,game,GPL-3.0,game,LICENSE,no,1,1,other,badland,,,,doors_badland_door
doors_door_acacia,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia,
doors_door_acacia_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_lower,
doors_door_acacia_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_lower_bottompart,
doors_door_acacia_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_lower_side,
doors_door_acacia_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_upper,
doors_door_acacia_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_upper_side,
doors_door_acacia_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_acacia_upper_toppart,
doors_door_birch,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch,
doors_door_birch_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_lower,
doors_door_birch_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_lower_bottompart,
doors_door_birch_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_lower_side,
doors_door_birch_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_upper,
doors_door_birch_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_upper_side,
doors_door_birch_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_birch_upper_toppart,
doors_door_crimson_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_crimson,,mcl_doors_door_crimson_side_lower,,
doors_door_crimson_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_crimson,,mcl_doors_door_crimson_side_upper,,
doors_door_dark_oak,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak,
doors_door_dark_oak_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_lower,
doors_door_dark_oak_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_lower_bottompart,
doors_door_dark_oak_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_lower_side,
doors_door_dark_oak_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_upper,
doors_door_dark_oak_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_upper_side,
doors_door_dark_oak_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_dark_oak_upper_toppart,
doors_door_iron_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_lower,
doors_door_iron_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_lower_bottompart,
doors_door_iron_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_lower_side,
doors_door_iron_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_upper,
doors_door_iron_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_upper_side,
doors_door_iron_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_iron_upper_toppart,
doors_door_jungle,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle,
doors_door_jungle_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_lower,
doors_door_jungle_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_lower_bottompart,
doors_door_jungle_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_lower_side,
doors_door_jungle_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_upper,
doors_door_jungle_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_upper_side,
doors_door_jungle_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_jungle_upper_toppart,
doors_door_spruce,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce,
doors_door_spruce_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_lower,
doors_door_spruce_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_lower_bottompart,
doors_door_spruce_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_lower_side,
doors_door_spruce_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_upper,
doors_door_spruce_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_upper_side,
doors_door_spruce_upper_toppart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_spruce_upper_toppart,
doors_door_warped_side_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_crimson,,mcl_doors_door_warped_side_lower,,
doors_door_warped_side_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,item,mcl_crimson,,mcl_doors_door_warped_side_upper,,
doors_door_wood_lower,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_lower,
doors_door_wood_lower_bottompart,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_lower_bottompart,
doors_door_wood_lower_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_lower_side,
doors_door_wood_upper,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_upper,
doors_door_wood_upper_side,1,,0,game,CC BY-SA 4.0 / CC BY-SA 3.0 / CC BY 4.0 / CC0,game,LEGAL.md,no,1,1,other,,,,mcl_doors_door_wood_upper_side,
